name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
South Africa,2021-04-01,26.7,13.8,19.9,26.6,13.8,19.9,12,63.5,0,0,0,,0,0,22.2,14.1,201.2,1023.8,39.7,14,171.1,14.6,9,,2021-04-01T06:16:16,2021-04-01T18:05:30,0.63,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"68264399999,FALA,68264099999,E0397,FAWB,68263099999,68263599999,68269099999,FAWK"
South Africa,2021-04-02,28.5,13.3,20.8,27.8,13.3,20.7,12.3,61.3,0,0,0,,0,0,50,11.9,209.3,1023.6,26,13.4,196.5,17,8,,2021-04-02T06:16:43,2021-04-02T18:04:27,0.66,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"68264399999,FALA,68264099999,E0397,FAWB,68263099999,68263599999,68269099999,FAWK"
South Africa,2021-04-03,30,15.2,21.4,28.6,15.2,21.2,12,58.6,0,0,0,,0,0,23.9,12.9,162.2,1021.6,19.8,13.2,197.1,17.3,8,,2021-04-03T06:17:10,2021-04-03T18:03:25,0.7,Clear,Clear conditions throughout the day.,clear-day,"68264399999,FALA,68264099999,FASI,E0397,FAWB,68263099999,68263599999,68269099999,FAOR,FAWK"
South Africa,2021-04-04,25,15.3,19,25,15.3,19,14.2,75.5,0.5,100,20.83,rain,0,0,22.4,13.3,356.9,1022.9,52.5,11.3,175.1,15.2,7,,2021-04-04T06:17:37,2021-04-04T18:02:23,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"68264399999,FALA,FASI,FAJB,E0397,FAWB,68263099999,68263599999,68269099999,FAOR"
South Africa,2021-04-05,30.4,13.1,20.7,29.1,13.1,20.4,11.3,60.3,0,0,0,,0,0,22.3,9.2,207.6,1021.7,7.2,11.5,202.6,17.5,8,,2021-04-05T06:18:05,2021-04-05T18:01:22,0.77,Clear,Clear conditions throughout the day.,clear-day,"68264399999,FAGM,E0397,FAWB,68263099999,68263599999,68269099999,68267299999,68267499999,FALA,FASI,FAJB,FAOR"
South Africa,2021-04-06,26.6,12.2,19,26.6,12.2,19,13.3,72,9.945,100,4.17,rain,0,0,20.5,34,82.6,1022.9,39,11.4,160.3,13.8,9,,2021-04-06T06:18:32,2021-04-06T18:00:21,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"68264399999,FALA,FASI,FAJB,E0397,FAWB,68263099999,68263599999,68269099999,FAOR"
South Africa,2021-04-07,19.8,13.1,16.8,19.8,13.1,16.8,13.6,81.9,2.945,100,4.17,rain,0,0,14.8,16.2,297.7,1026.6,57.1,12.2,68.4,6.1,3,,2021-04-07T06:18:59,2021-04-07T17:59:20,0.84,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"FALA,68264399999,FAJB,E0397,68263099999,FAWB,68263599999,68269099999,68267299999,FAOR"
South Africa,2021-04-08,27.4,11.1,18.6,27.2,11.1,18.6,12.1,70,0.196,100,4.17,rain,0,0,27.7,8.5,170.1,1025.2,18.9,11.7,178.3,15.5,7,,2021-04-08T06:19:26,2021-04-08T17:58:20,0.87,Rain,Clear conditions throughout the day with afternoon rain.,rain,"68264399999,FALA,FASI,FAJB,E0397,FAWB,68263099999,68263599999,68269099999,FAOR"
South Africa,2021-04-09,27.3,12.2,19.6,26.6,12.2,19.6,10.3,59.4,0,0,0,,0,0,20.4,13.4,256.8,1024.6,19.8,12,185.8,15.9,8,,2021-04-09T06:19:54,2021-04-09T17:57:20,0.91,Clear,Clear conditions throughout the day.,clear-day,"68264399999,FAGM,E0397,FAWB,68263099999,68263599999,68269099999,68267499999,68267299999,FALA,FASI,FAJB,FAOR"
South Africa,2021-04-10,28.5,12.5,20.4,27.5,12.5,20.2,10.2,55.7,0,0,0,,0,0,20.5,9.8,283.4,1025.1,13.1,11.6,199.7,17.2,8,,2021-04-10T06:20:21,2021-04-10T17:56:20,0.94,Clear,Clear conditions throughout the day.,clear-day,"FALA,68264399999,FASI,FAGM,FAJB,E0397,68263099999,FAWB,68263599999,68267299999,68267499999,FAOR"
South Africa,2021-04-11,29.9,12.2,21.1,28.7,12.2,20.8,9.3,51.6,0.4,100,12.5,rain,0,0,27.7,11.4,130.3,1026.8,0,12,203.2,17.6,8,,2021-04-11T06:20:49,2021-04-11T17:55:21,0.98,Rain,Clear conditions throughout the day with rain clearing later.,rain,"FALA,68264399999,FASI,FAJB,E0397,68263099999,FAWB,68263599999,68267499999,68267299999,FAOR"
South Africa,2021-04-12,32,14.1,21.3,29.8,14.1,20.8,5.8,42.7,0,0,0,,0,0,29.5,16.7,90,1028.6,1,12.9,202.9,17.4,8,,2021-04-12T06:21:17,2021-04-12T17:54:23,0,Clear,Clear conditions throughout the day.,clear-day,"68264399999,68264099999,E0397,68263099999,FAWB,68263599999,68269099999,68267299999,68267499999,FAWK,FALA,FASI,FAJB,FAOR"
South Africa,2021-04-13,30.1,8.7,19.8,28.3,8.7,19.4,5,41.2,0,0,0,,0,0,24.1,10.5,26.2,1029.5,0.1,11.9,200.5,17.5,8,,2021-04-13T06:21:44,2021-04-13T17:53:25,0.04,Clear,Clear conditions throughout the day.,clear-day,"68264399999,68264099999,E0397,FAWB,68263099999,68263599999,68269099999,68267499999,68267299999,FAWK,FALA,FASI,68361099999,FAJB,FAOR"
South Africa,2021-04-14,30.4,12.6,20.7,28.6,12.6,20.3,7.7,46.9,0,0,0,,0,0,42.5,11.6,188.2,1026.6,11.3,14.4,193.8,16.8,8,,2021-04-14T06:22:12,2021-04-14T17:52:27,0.08,Clear,Clear conditions throughout the day.,clear-day,"68264399999,FALA,68264099999,E0397,FAWB,68263099999,68263599999,68269099999,FAWK"
South Africa,2021-04-15,30.3,13.1,20.4,28.6,13.1,20.2,8.4,49.1,0,0,0,,0,0,42.5,13.8,197.2,1023.8,30.8,13.6,162.1,14.2,7,,2021-04-15T06:22:40,2021-04-15T17:51:30,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"68264399999,FALA,68264099999,FASI,E0397,FAWB,68263099999,68263599999,68269099999,FAOR,FAWK"
South Africa,2021-04-16,29.6,12.1,20.1,27.9,12.1,19.8,7,48,0,0,0,,0,0,35.3,20,136.3,1024.1,17,14.1,170,14.6,7,,2021-04-16T06:23:08,2021-04-16T17:50:34,0.14,Clear,Clear conditions throughout the day.,clear-day,"68264399999,FALA,68264099999,E0397,FAWB,68263099999,68263599999,68269099999,FAWK"
South Africa,2021-04-17,19.2,10.6,14.6,19.2,10.6,14.6,9.2,70.4,0,0,0,,0,0,42.5,19.5,71.1,1028.8,60.7,14.4,108.5,9.6,4,,2021-04-17T06:23:37,2021-04-17T17:49:39,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"68264399999,FALA,68264099999,E0397,FAWB,68263099999,68263599999,68269099999,FAOR,FAWK"
South Africa,2021-04-18,25.1,7.4,15.1,25.1,7.4,15.1,8,66.3,0,0,0,,0,0,16.5,10.4,355.6,1027.8,10.7,14.1,202.6,17.5,8,,2021-04-18T06:24:05,2021-04-18T17:48:43,0.21,Clear,Clear conditions throughout the day.,clear-day,"68264399999,FALA,68264099999,E0397,FAWB,68263099999,F0671,68263599999,68269099999,FAWK"
South Africa,2021-04-19,27.5,8.7,17.5,26.6,8.7,17.4,6.6,54.7,0,0,0,,0,0,24.1,18.8,140.8,1025.9,7.7,14.3,188.2,16.1,8,,2021-04-19T06:24:34,2021-04-19T17:47:49,0.24,Clear,Clear conditions throughout the day.,clear-day,"68264399999,FALA,68264099999,FASI,E0397,FAWB,68263099999,68263599999,68269099999,FAOR,FAWK"
South Africa,2021-04-20,25.6,11.6,17.2,25.6,11.6,17.2,7.2,54.4,0,0,0,,0,0,48.2,25.1,100.5,1027.9,29,14.4,188.9,16.2,7,,2021-04-20T06:25:02,2021-04-20T17:46:55,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"68264399999,FALA,68264099999,E0397,FAWB,68263099999,68263599999,68269099999,FAWK"
South Africa,2021-04-21,23.6,9,16.3,23.6,9,16.3,8.2,62,0.4,100,12.5,rain,0,0,13,9.5,25.1,1026.7,30,12.9,175,15.1,8,,2021-04-21T06:25:31,2021-04-21T17:46:02,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"68264399999,68264099999,E0397,FAWB,68263099999,68263599999,68269099999,68267299999,FAWK,FALA,FASI,FAJB,FAOR"
South Africa,2021-04-22,27.3,8.7,16.8,26.5,8.7,16.8,7.4,57.8,0,0,0,,0,0,22.2,9.5,247.2,1025.4,39,14.1,152.3,13.3,6,,2021-04-22T06:26:00,2021-04-22T17:45:10,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"68264399999,FALA,68264099999,E0397,FAWB,68263099999,68263599999,68269099999,FAWK"
South Africa,2021-04-23,23.8,12.3,16.7,23.8,12.3,16.7,5.6,51,0,0,0,,0,0,35.3,18.3,172,1022.7,33.4,14.4,172.4,15,7,,2021-04-23T06:26:30,2021-04-23T17:44:19,0.38,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"68264399999,FALA,68264099999,FAWB,68263099999,F0671,68263599999,68269099999,FAWK"
South Africa,2021-04-24,25.4,6.5,16.4,25.4,6.5,16.4,3.2,46.6,0,0,0,,0,0,44.8,24,239,1019.8,14.1,14.4,181.5,15.9,8,,2021-04-24T06:26:59,2021-04-24T17:43:28,0.41,Clear,Clear conditions throughout the day.,clear-day,"68264399999,FALA,68264099999,E0397,FAWB,68263099999,68263599999,68269099999,FAWK"
South Africa,2021-04-25,26.4,6.2,16.4,26.4,6.2,16.3,1,38.9,0,0,0,,0,0,14.9,9.8,211.3,1020.9,0,13.5,185.7,16.1,7,,2021-04-25T06:27:28,2021-04-25T17:42:38,0.44,Clear,Clear conditions throughout the day.,clear-day,"68264399999,FALA,68264099999,E0397,FAWB,68263099999,68263599999,68269099999,FAOR,FAWK"
South Africa,2021-04-26,27.7,8.5,16.8,26.5,8.1,16.7,1.6,39.6,0,0,0,,0,0,38.9,15.6,301.6,1021.5,37.2,13.1,187.3,16.1,7,,2021-04-26T06:27:58,2021-04-26T17:41:49,0.48,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"68264399999,FALA,68264099999,E0397,FAWB,68263099999,68263599999,68269099999,FAWK"
South Africa,2021-04-27,27.9,7.3,17.8,26.6,6.3,17.5,2.1,39.2,0,0,0,,0,0,33.5,16.3,274,1020.4,38.3,13.6,183.8,15.8,7,,2021-04-27T06:28:28,2021-04-27T17:41:01,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"68264399999,FALA,68264099999,E0397,FAWB,68263099999,68263599999,68269099999,FAWK"
South Africa,2021-04-28,30.1,9.2,18.3,28.2,9.2,18.1,3,41.3,0,0,0,,0,0,33.5,10.5,40.1,1021.8,0.8,13.6,179.3,15.4,7,,2021-04-28T06:28:58,2021-04-28T17:40:13,0.54,Clear,Clear conditions throughout the day.,clear-day,"68264399999,FALA,68264099999,E0397,FAWB,68263099999,68263599999,68269099999,FAWK"
South Africa,2021-04-29,28.1,12.3,18.8,27,12.3,18.8,7.7,52,0,0,0,,0,0,16.8,13.9,36.4,1021.5,2.7,13.9,169.7,14.6,7,,2021-04-29T06:29:28,2021-04-29T17:39:27,0.58,Clear,Clear conditions throughout the day.,clear-day,"68264399999,FALA,68264099999,E0397,FAWB,68263099999,68263599999,68269099999,FAWK"
South Africa,2021-04-30,16.8,12,13.9,16.8,12,13.9,11.5,86.6,23.982,100,12.5,rain,0,0,53.4,23,147.4,1021,57.9,11.3,68.9,6,3,,2021-04-30T06:29:58,2021-04-30T17:38:41,0.61,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"68264399999,68264099999,E0397,FAWB,68263099999,68263599999,68269099999,FAWK,FALA,FASI,FAJB,F0671,FAOR"
South Africa,2021-05-01,20.6,8.7,13.6,20.6,6.2,13.1,8.4,74.2,0.004,100,4.17,rain,0,0,42.5,23.8,124.8,1024.3,45.3,11.9,165.9,14.2,8,,2021-05-01T06:30:28,2021-05-01T17:37:57,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"FALA,68264399999,68264099999,FASI,FAJB,E0397,68263099999,FAWB,68263599999,68269099999,FAOR,FAWK"
South Africa,2021-05-02,21.7,7.9,13.3,21.7,5.9,12.6,6.5,66.7,0,0,0,,0,0,29.5,16.6,108.8,1028.4,23.9,13.9,179.8,15.6,7,,2021-05-02T06:30:59,2021-05-02T17:37:13,0.68,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"68264399999,FALA,68264099999,FASI,E0397,FAWB,68263099999,F0671,68263599999,68269099999,FAOR,FAWK"
South Africa,2021-05-03,22.2,6.4,14.1,22.2,6.4,14,6.6,64.5,0,0,0,,0,0,24.1,10.3,107.1,1026.8,3.2,13.9,172.1,14.8,7,,2021-05-03T06:31:29,2021-05-03T17:36:30,0.75,Clear,Clear conditions throughout the day.,clear-day,"68264399999,FALA,68264099999,FASI,E0397,FAWB,68263099999,68263599999,68269099999,FAOR,FAWK"
South Africa,2021-05-04,22.4,6.6,14.6,22.4,6.6,14.6,6.9,62.9,0,0,0,,0,0,31.7,15.7,281.2,1023.9,3.1,14.4,163.5,14,7,,2021-05-04T06:32:00,2021-05-04T17:35:49,0.75,Clear,Clear conditions throughout the day.,clear-day,"68264399999,FALA,68264099999,FASI,E0397,FAWB,68263099999,68263599999,68269099999,68267499999,FAOR,FAWK"
South Africa,2021-05-05,23.9,8.4,15.5,23.9,8,15.4,6,57.7,0,0,0,,0,0,24.1,11,186.3,1022.5,16.2,13.6,168.3,14.3,7,,2021-05-05T06:32:31,2021-05-05T17:35:08,0.78,Clear,Clear conditions throughout the day.,clear-day,"68264399999,FALA,68264099999,E0397,FAWB,68263099999,68263599999,68269099999,FAWK"
South Africa,2021-05-06,23.5,9.1,16.1,23.5,9.1,16,6.3,55.3,0,0,0,,0,0,16.6,10.3,64.2,1024.3,46.3,13.2,177,15.4,7,,2021-05-06T06:33:02,2021-05-06T17:34:28,0.82,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"68264399999,68264099999,E0397,FAWB,68263099999,68263599999,68269099999,68267299999,FAWK,FALA,FASI,FAJB,F0671,FAOR"
South Africa,2021-05-07,22.7,11.7,16.6,22.7,11.7,16.6,9.3,63.8,1.1,100,37.5,rain,0,0,33.5,14.9,54.4,1025.8,32.6,13.6,121.3,10.6,6,,2021-05-07T06:33:33,2021-05-07T17:33:49,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"68264399999,FALA,68264099999,FASI,E0397,FAWB,68263099999,68263599999,68269099999,FAOR,FAWK"
South Africa,2021-05-08,20.4,8.4,13.5,20.4,8.4,13.5,8.6,73.7,0.626,100,4.17,rain,0,0,37.1,17.2,243.4,1023.7,34,12.8,124.7,10.7,8,,2021-05-08T06:34:04,2021-05-08T17:33:12,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"68264399999,FALA,68264099999,E0397,FAWB,68263099999,68263599999,68269099999,FAWK"
South Africa,2021-05-09,21.7,6.7,14,21.7,5.1,13.6,4,54.6,0,0,0,,0,0,27.7,16.4,189.3,1023.7,0.4,13.5,170.5,14.8,7,,2021-05-09T06:34:35,2021-05-09T17:32:35,0.92,Clear,Clear conditions throughout the day.,clear-day,"68264399999,FALA,68264099999,E0397,FAWB,68263099999,68263599999,68269099999,FAWK"
South Africa,2021-05-10,24.4,7.4,15.1,24.4,6.5,14.9,3.8,51.3,0,0,0,,0,0,23.9,13.2,191.2,1026.4,0,13.5,163.7,14.1,7,,2021-05-10T06:35:06,2021-05-10T17:32:00,0.95,Clear,Clear conditions throughout the day.,clear-day,"68264399999,68264099999,E0397,FAWB,68263099999,68263599999,68269099999,68267299999,68267499999,FAWK,FALA,FASI,FAJB,FAOR"
South Africa,2021-05-11,25.4,7.6,15.6,25.4,6.8,15.4,4.2,50.9,0,0,0,,0,0,18.2,11.2,237.3,1027.7,0,13.5,194.3,16.7,7,,2021-05-11T06:35:38,2021-05-11T17:31:25,0,Clear,Clear conditions throughout the day.,clear-day,"68264399999,FALA,68264099999,FAWB,68263099999,F0671,68263599999,68269099999,FAWK"
South Africa,2021-05-12,26.4,7.8,16.2,26.4,7.3,16.1,3.9,49.7,0,0,0,,0,0,38.9,11.6,199.9,1026.4,0,13.6,166.2,14.2,7,,2021-05-12T06:36:09,2021-05-12T17:30:52,0.02,Clear,Clear conditions throughout the day.,clear-day,"68264399999,FALA,68264099999,E0397,FAWB,68263099999,68263599999,68269099999,FAWK"
South Africa,2021-05-13,25.2,7.2,16,25.2,7.2,15.8,2,43.8,0,0,0,,0,0,22.3,11.9,178.6,1025.1,0,13.5,165.8,14.3,7,,2021-05-13T06:36:40,2021-05-13T17:30:20,0.06,Clear,Clear conditions throughout the day.,clear-day,"68264399999,FALA,68264099999,E0397,FAWB,68263099999,68263599999,68269099999,FAWK"
South Africa,2021-05-14,25.8,5.7,15.4,25.8,5.7,15.3,2.7,46.8,0,0,0,,0,0,16.6,9.8,259,1023.5,0,14.4,160.6,14,7,,2021-05-14T06:37:12,2021-05-14T17:29:49,0.09,Clear,Clear conditions throughout the day.,clear-day,"68264399999,FALA,68264099999,E0397,FAWB,68263099999,68263599999,68269099999,FAWK"
South Africa,2021-05-15,24.6,6,15.5,24.6,5.9,15.3,1.6,43.7,0,0,0,,0,0,35.3,15,241.5,1020.8,0,14.1,161.5,14,7,,2021-05-15T06:37:43,2021-05-15T17:29:19,0.12,Clear,Clear conditions throughout the day.,clear-day,"68264399999,FALA,68264099999,E0397,FAWB,68263099999,68263599999,68269099999,FAWK"
South Africa,2021-05-16,26.4,6.2,16,26.4,6.2,16,1.9,42.8,0,0,0,,0,0,48.2,23.9,272.2,1019.4,0,14.1,158,13.6,6,,2021-05-16T06:38:14,2021-05-16T17:28:51,0.16,Clear,Clear conditions throughout the day.,clear-day,"68264399999,FALA,68264099999,E0397,FAWB,68263099999,F0671,68263599999,68269099999,FAWK"
South Africa,2021-05-17,23.5,7.6,14.3,23.5,6.2,14.1,0.7,42.9,0,0,0,,0,0,22.3,11.8,210.9,1022.5,2.5,14.2,159.2,13.7,7,,2021-05-17T06:38:46,2021-05-17T17:28:23,0.19,Clear,Clear conditions throughout the day.,clear-day,"68264399999,FALA,68264099999,FAGM,E0397,FAWB,68263099999,68263599999,68269099999,FAOR,FAWK"
South Africa,2021-05-18,23.3,5,13.6,23.3,4.5,13.2,2.3,48.6,0,0,0,,0,0,29.5,14.3,43.2,1027.3,0.9,12.8,155.3,13.3,6,,2021-05-18T06:39:17,2021-05-18T17:27:57,0.23,Clear,Clear conditions throughout the day.,clear-day,"68264399999,FALA,68264099999,FASI,FAJB,E0397,FAWB,68263099999,68263599999,68269099999,FAOR,FAWK"
South Africa,2021-05-19,24,5.7,13.9,24,5.7,13.8,6.3,63.8,0,0,0,,0,0,16.7,10.5,332.6,1027,20.6,12.8,149.8,12.9,6,,2021-05-19T06:39:48,2021-05-19T17:27:32,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"68264399999,FALA,68264099999,FASI,E0397,FAWB,68263099999,68263599999,68269099999,FAOR,FAWK"
South Africa,2021-05-20,24.3,6.1,14.5,24.3,6.1,14.5,5.4,58.7,0,0,0,,0,0,26.1,18.6,306.2,1024.1,40.1,13.7,141.7,12.2,6,,2021-05-20T06:40:19,2021-05-20T17:27:08,0.29,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"68264399999,FALA,68264099999,E0397,FAWB,68263099999,68263599999,68269099999,FAOR,FAWK"
South Africa,2021-05-21,22.3,8.1,14.6,22.3,8.1,14.6,1.4,45.4,0,0,0,,0,0,33.5,19.3,208.6,1024.2,76.1,13.5,155.8,13.3,6,,2021-05-21T06:40:49,2021-05-21T17:26:45,0.33,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"68264399999,FALA,68264099999,E0397,FAWB,68263099999,68263599999,68269099999,FAWK"
South Africa,2021-05-22,22.7,5.7,12.9,22.7,3.8,12.3,0.5,45.3,0,0,0,,0,0,25.8,14.5,115.5,1028.5,10,14.1,153.7,13.2,6,,2021-05-22T06:41:20,2021-05-22T17:26:24,0.36,Clear,Clear conditions throughout the day.,clear-day,"68264399999,FALA,68264099999,E0397,FAWB,68263099999,68263599999,68269099999,FAWK"
South Africa,2021-05-23,20.4,9.1,12.8,20.4,7.7,12.7,6.9,69.8,0,0,0,,0,0,27.7,13.3,51.6,1031.1,62.2,14.1,129.6,11,7,,2021-05-23T06:41:51,2021-05-23T17:26:04,0.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"68264399999,FALA,68264099999,E0397,FAWB,68263099999,68263599999,68269099999,FAWK"
South Africa,2021-05-24,21.4,5.6,12.6,21.4,5.6,12.5,5.5,65.2,0,0,0,,0,0,22.3,9.7,273.1,1030,8.7,14.1,130.9,11.2,6,,2021-05-24T06:42:21,2021-05-24T17:25:45,0.43,Clear,Clear conditions throughout the day.,clear-day,"68264399999,FALA,68264099999,E0397,FAWB,68263099999,68263599999,68269099999,FAWK"
South Africa,2021-05-25,21.9,5.1,12.7,21.9,5.1,12.4,4.3,60.9,0,0,0,,0,0,18.4,12.9,279.4,1027.5,42,12.5,141.5,12.1,6,,2021-05-25T06:42:51,2021-05-25T17:25:27,0.46,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"68264399999,FALA,68264099999,FAJB,E0397,FAWB,68263099999,68263599999,68269099999,FAOR,FAWK"
South Africa,2021-05-26,23.1,6.3,13.6,23.1,5,13.3,2.4,51.4,0,0,0,,0,0,29.8,11.7,187.4,1025.7,20,13.9,145,12.6,6,,2021-05-26T06:43:21,2021-05-26T17:25:10,0.5,Clear,Partly cloudy throughout the day.,clear-day,"68264399999,FALA,68264099999,E0397,FAWB,68263099999,68263599999,68269099999,FAOR,FAWK"
South Africa,2021-05-27,24.2,6,14,24.2,5,13.7,1.2,45.5,0,0,0,,0,0,16.4,11.6,264,1025.2,26.8,14.2,147.2,12.6,6,,2021-05-27T06:43:50,2021-05-27T17:24:55,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"68264399999,FALA,68264099999,E0397,FAWB,68263099999,68263599999,68269099999,FAOR,FAWK"
South Africa,2021-05-28,24.8,5.7,14.5,24.8,5.7,14.4,0.2,42.3,0,0,0,,0,0,35.3,19.9,242.2,1022.5,20.9,14.1,144.1,12.4,6,,2021-05-28T06:44:19,2021-05-28T17:24:41,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"68264399999,FALA,68264099999,E0397,FAWB,68263099999,68263599999,68269099999,FAWK"
South Africa,2021-05-29,23.5,7,14.4,23.5,6.1,14,-2.1,35.7,0,0,0,,0,0,23.8,17.9,229.7,1021.6,0.5,14.2,150.9,13.1,6,,2021-05-29T06:44:48,2021-05-29T17:24:28,0.6,Clear,Clear conditions throughout the day.,clear-day,"68264399999,FALA,68264099999,E0397,FAWB,68263099999,68263599999,68269099999,FAOR,FAWK"
South Africa,2021-05-30,22.8,5.5,12.9,22.8,2.7,12.2,-2.5,37.6,0,0,0,,0,0,23.9,16.2,191.6,1021.8,50.9,12.7,148.9,12.8,6,,2021-05-30T06:45:17,2021-05-30T17:24:17,0.63,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"68264399999,FALA,68264099999,FASI,FAJB,E0397,FAWB,68263099999,68263599999,68269099999,FAOR,FAWK"
South Africa,2021-05-31,20.5,4.5,12.2,20.5,2.2,11.6,5.4,65,0.2,100,8.33,rain,0,0,40.7,21,33.2,1022.3,55.8,13.5,112,9.5,6,,2021-05-31T06:45:45,2021-05-31T17:24:06,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"68264399999,FALA,FASI,68264099999,FAJB,E0397,FAWB,68263099999,68263599999,68269099999,FAOR,FAWK"
South Africa,2021-06-01,17.3,5.5,10.6,17.3,3.1,10,2.8,63.1,0.022,100,8.33,rain,0,0,33.5,14.9,236,1020.7,49.8,12.7,105.9,9,6,,2021-06-01T06:46:13,2021-06-01T17:23:57,0.7,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"68264399999,FALA,68264099999,FASI,E0397,FAWB,68263099999,F0671,68263599999,68269099999,FAOR,FAWK"
South Africa,2021-06-02,17.3,1,8.9,17.3,-1.7,7.7,-0.5,54.7,0,0,0,,0,0,31.7,17.9,192.2,1022.2,10.2,12.8,139.3,11.9,6,,2021-06-02T06:46:40,2021-06-02T17:23:49,0.75,Clear,Clear conditions throughout the day.,clear-day,"68264399999,FAGM,68264099999,E0397,FAWB,68263099999,68263599999,68269099999,FAWK,FALA,FASI,FAJB,F0671,FAOR"
South Africa,2021-06-03,18.2,4.6,10.7,18.2,2.1,9.7,2.2,57.6,0,0,0,,0,0,55.4,29.7,141.1,1026.7,23.1,14,139.4,12.1,6,,2021-06-03T06:47:07,2021-06-03T17:23:43,0.77,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"68264399999,FALA,68264099999,FASI,E0397,FAWB,68263099999,F0671,68263599999,68269099999,FAOR,FAWK"
South Africa,2021-06-04,16.1,6.3,9.8,16.1,3,8.2,-0.5,50.9,0,0,0,,0,0,48.2,24.7,147,1029.5,21.2,14,133.9,11.7,6,,2021-06-04T06:47:33,2021-06-04T17:23:37,0.8,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"68264399999,68264099999,FAGM,E0397,FAWB,68263099999,68263599999,68269099999,FAWK,FALA,FASI,FAJB,FAOR"
South Africa,2021-06-05,18.6,1.2,8.8,18.6,-2.1,7.4,-2.7,51.1,0,0,0,,0,0,38.9,21.3,122.3,1031.3,0,14.1,141.7,12.2,6,,2021-06-05T06:47:59,2021-06-05T17:23:33,0.83,Clear,Clear conditions throughout the day.,clear-day,"68264399999,FALA,68264099999,FASI,E0397,FAWB,68263099999,68263599999,68269099999,FAOR,FAWK"
South Africa,2021-06-06,17.6,1.6,9.7,17.6,-0.7,8.8,2.5,63,0,0,0,,0,0,35.3,17.3,78.3,1032.2,19,14.1,129.5,11.3,6,,2021-06-06T06:48:24,2021-06-06T17:23:30,0.87,Clear,Clear conditions throughout the day.,clear-day,"68264399999,FALA,68264099999,E0397,FAWB,68263099999,68263599999,68269099999,FAWK"
South Africa,2021-06-07,17.2,3,10.3,17.2,1.7,9.8,4.4,69.5,0,0,0,,0,0,18.6,15.8,53.3,1030.5,35.1,13,113.6,9.8,6,,2021-06-07T06:48:49,2021-06-07T17:23:28,0.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"68264399999,FALA,68264099999,E0397,FAWB,68263099999,68263599999,68269099999,FAOR,FAWK"
South Africa,2021-06-08,15.2,6.5,11,15.2,5.8,10.8,4.3,65,0,0,0,,0,0,18.4,12,56.5,1028.9,51.8,13.6,65,5.5,3,,2021-06-08T06:49:13,2021-06-08T17:23:27,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"68264399999,FALA,68264099999,E0397,FAWB,68263099999,68263599999,68269099999,FAWK"
